FISH-QUANT	v3a
File-version	3D_v1
RESULTS OF SPOT DETECTION PERFORMED ON 24-Sep-2021 
COMMENT	
IMG_Raw	Poiss_30spots_bg_200_0_I_10000_0_img0.tif
IMG_Filtered	
IMG_DAPI	
IMG_TS_label	
FILE_settings	Poiss_30spots_bg_200_0_I_10000_0_img0__settings_MATURE.txt
PARAMETERS
Pix-XY	Pix-Z	RI	Ex	Em	NA	Type
160	300	1.33	547	583	1.4	widefield
CELL_START	EntireImage
X_POS	1	1	256	256	
Y_POS	1	256	256	1	
Z_POS	
CELL_END
SPOTS_START
Pos_Y	Pos_X	Pos_Z	AMP	BGD	RES	SigmaX	SigmaY	SigmaZ	Cent_Y	Cent_X	Cent_Z	MuY	MuX	MuZ	ITERY_det	Y_det	X_det	Z_det	Y_min	Y_max	X_min	X_max	Z_min	Z_max	INT_raw	INT_filt	SC_det	SC_det_norm	TH_det	TH_fit	IN_nuc
3110.51	24642.4	6395.52	489.725	197.8	17322.8	219.909	219.909	605.471	339.017	320.918	923.775	390.506	322.404	995.524	6	20	155	22	18	22	153	157	19	25	648	379	85.087	0.959876	1	1	-1
3902.75	16945.2	6641.96	489.484	196.829	22304.2	220.231	220.231	606.182	336.973	315.505	910.21	382.75	305.166	941.957	6	25	107	23	23	27	105	109	20	26	643	371	84.5926	0.954298	1	1	-1
4023.5	16373	3770.46	492.768	192.99	18744.5	222.803	222.803	622.225	326.57	334.971	865.224	343.495	373.033	770.459	7	26	103	14	24	28	101	105	11	17	636	372	85.998	0.970153	1	1	-1
4628.06	3467.67	5626.47	516.363	200.535	19123.3	211.972	211.972	593.284	317.013	305.301	878.832	308.064	267.675	826.471	6	30	23	20	28	32	21	25	17	23	662	389	87.9009	0.99162	1	1	-1
4717.72	19537.2	7281.24	491.532	197.817	20683.9	222.309	222.309	593.664	340.537	324.459	922.064	397.72	337.157	981.237	6	30	123	25	28	32	121	125	22	28	636	373	85.883	0.968856	1	1	-1
4764.47	31047.3	5180.63	484.257	197.957	21665.4	221.639	221.639	600.153	310.461	322.063	921.967	284.469	327.314	980.63	6	31	195	18	29	33	193	197	15	21	643	373	83.0075	0.936417	1	1	-1
7794.35	10091.6	6068.22	502.032	198.418	24751.2	219.05	219.05	585.487	307.48	323.163	917.482	274.349	331.597	968.215	6	50	64	21	48	52	62	66	18	24	693	410	85.8324	0.968284	1	1	-1
10051.4	37171.4	3588.32	497.942	201.052	23339.2	213.738	213.738	597.856	311.922	334.447	897.556	291.392	371.366	888.316	6	64	233	13	62	66	231	235	10	16	682	403	85.1242	0.960295	1	1	-1
10303.7	25898.5	3224.64	489.19	200.256	21723.5	216.057	216.057	599.724	294.488	314.147	881.103	223.689	298.519	824.635	7	66	163	12	64	68	161	165	9	15	644	368	85.9589	0.969711	1	1	-1
11227.7	5390.7	1607.25	505.255	202.112	22000.1	214.014	214.014	583.309	327.539	306.444	927.961	347.746	270.702	1007.25	6	71	35	6	69	73	33	37	3	9	668	392	86.8122	0.979338	1	1	-1
11507.3	13131.5	6809.85	508.16	197.468	20653.9	217.436	217.436	591.177	316.181	323.562	877.183	307.262	331.522	809.851	6	73	83	24	71	75	81	85	21	27	654	394	86.149	0.971856	1	1	-1
11836.1	37164.6	4632.54	504.678	205.329	20087.5	212.88	212.88	566.895	318.723	332.053	855.444	316.129	364.556	732.545	7	75	233	17	73	77	231	235	14	20	672	395	86.4305	0.975031	1	1	-1
12204.6	25564.6	6087.64	488.796	198.44	22806.2	219.914	219.914	599.06	332.186	310.212	923.344	364.591	284.591	987.639	6	77	161	21	75	79	159	163	18	24	629	374	84.3882	0.951992	1	1	-1
12958.5	8073.37	2076.27	498.16	201.365	21158	214.328	214.328	591.467	318.95	296.737	892.92	318.508	233.371	876.272	6	82	52	8	80	84	50	54	5	11	663	383	86.2715	0.973238	1	1	-1
14198.1	1219.75	6810.49	511.739	201.83	24910.9	211.378	211.378	588.902	308.903	303.485	875.224	278.069	259.745	810.494	6	90	9	24	88	92	7	11	21	27	656	384	87.8219	0.990729	1	1	-1
14835.5	34691.3	5420.67	496.378	196.738	22785.5	217.725	217.725	608.919	307.592	312.208	906.403	275.479	291.33	920.67	6	94	218	19	92	96	216	220	16	22	650	388	84.9085	0.957862	1	1	-1
15098.1	27241.3	5256.99	497.679	202.831	19194.3	214.199	214.199	583.39	335.216	330.944	861.736	378.064	361.255	756.995	7	95	171	19	93	97	169	173	16	22	648	379	86.1504	0.971871	1	1	-1
17846.3	2465.42	7064.46	490.279	197.883	23592.2	218.698	218.698	609.168	299.969	337.939	941.897	246.275	385.423	1064.46	7	113	16	24	111	115	14	18	21	27	621	356	87.3193	0.985059	1	1	-1
22444.9	17163.5	5240.16	496.406	198.923	14869.2	218.012	218.012	593.045	332.478	331.596	857.163	364.905	363.534	740.163	7	141	108	19	139	143	106	110	16	22	640	376	86.2451	0.97294	1	1	-1
27116	22501.9	1934.88	495.811	201.355	19172.1	215.633	215.633	594.194	340.258	304.52	856.217	396.017	261.908	734.883	7	170	142	8	168	172	140	144	5	11	631	365	87.6985	0.989336	1	1	-1
29491.6	23297.6	7232.25	496.036	197.566	19892.4	218.038	218.038	600.374	333.885	302.84	908.384	371.622	257.579	932.255	6	185	147	25	183	187	145	149	22	28	638	373	86.1055	0.971365	1	1	-1
31651.7	39107.6	7007.33	510.707	203.88	19867.6	210.442	210.442	579.553	311.92	338.2	927.313	291.699	387.622	1007.33	6	199	245	24	197	201	243	247	21	27	653	386	87.6177	0.988425	1	1	-1
32196.6	25464.6	2591.68	507.11	204.216	23812.5	209.526	209.526	578.918	330.295	326.749	871.916	356.612	344.553	791.684	6	202	160	10	200	204	158	162	7	13	678	400	85.861	0.968607	1	1	-1
33705.3	29312.6	3484.73	492.932	198.503	20654.7	218.979	218.979	597.087	305.385	329.037	870.447	265.261	352.608	784.734	6	212	184	13	210	214	182	186	10	16	646	378	85.424	0.963677	1	1	-1
35787.7	37617.1	1923.77	492.729	199.99	21701.8	214.631	214.631	597.84	306.099	324.656	854.095	267.686	337.108	723.768	7	225	236	8	223	227	234	238	5	11	661	385	85.2545	0.961766	1	1	-1
36199.9	3736.93	2884.34	501.366	201.919	20521.8	212.606	212.606	596.615	331.109	335.676	870.029	359.88	376.927	784.341	6	227	24	11	225	229	22	26	8	14	656	386	86.4041	0.974734	1	1	-1
38388.4	2162.63	3433.9	482.227	197.027	18864.9	220.396	220.396	601.703	317.076	298.996	935.489	308.407	242.635	1033.9	7	241	15	12	239	243	13	17	9	15	610	356	84.5631	0.953965	1	1	-1
38543.2	36920	1883.56	500.148	197.916	21834.2	216.017	216.017	598.067	315.16	308.423	923.69	303.205	279.976	983.562	7	242	232	7	240	244	230	234	4	10	629	376	85.4549	0.964026	1	1	-1
39525.8	19527.6	5710.68	502.442	207.181	23056.1	208.905	208.905	577.385	321.652	321.86	903.114	325.803	327.586	910.684	5	248	123	20	246	250	121	125	17	23	660	396	84.0854	0.948576	1	1	-1
39774.7	31561.2	7082.5	507.335	200.646	19789.3	212.413	212.413	599.045	302.104	331.199	945.823	254.729	361.204	1082.5	7	250	198	24	248	252	196	200	21	27	655	380	88.6438	1	1	1	-1
SPOTS_END
