FISH-QUANT	v3a
File-version	3D_v1
RESULTS OF SPOT DETECTION PERFORMED ON 24-Sep-2021 
COMMENT	
IMG_Raw	Poiss_30spots_bg_200_2_I_300_0_img0.tif
IMG_Filtered	
IMG_DAPI	
IMG_TS_label	
FILE_settings	Poiss_30spots_bg_200_2_I_300_0_img0__settings_MATURE.txt
PARAMETERS
Pix-XY	Pix-Z	RI	Ex	Em	NA	Type
100	200	1.33	547	583	1.4	widefield
CELL_START	EntireImage
X_POS	1	1	256	256	
Y_POS	1	256	256	1	
Z_POS	
CELL_END
SPOTS_START
Pos_Y	Pos_X	Pos_Z	AMP	BGD	RES	SigmaX	SigmaY	SigmaZ	Cent_Y	Cent_X	Cent_Z	MuY	MuX	MuZ	ITERY_det	Y_det	X_det	Z_det	Y_min	Y_max	X_min	X_max	Z_min	Z_max	INT_raw	INT_filt	SC_det	SC_det_norm	TH_det	TH_fit	IN_nuc
1342.59	5438.59	2831.46	5.97716	200.857	1005.05	168.419	168.419	387.54	200.141	200.135	601.674	242.587	238.588	831.456	19	14	55	14	12	16	53	57	11	17	215	3.31295	0.704455	0.781677	1	1	-1
3003.65	9676.15	3341.36	7.95057	199.878	1277.23	169.833	169.833	463.596	199.994	200.606	599.583	203.649	276.148	541.356	7	31	97	18	29	33	95	99	15	21	213	2.63461	0.781497	0.867164	1	1	-1
3270.77	9769.88	1637.46	7.29736	200.482	1346.2	197.557	197.557	320.975	200.352	199.808	600.738	270.77	169.876	637.462	10	33	99	9	31	35	97	101	6	12	214	2.80076	0.76709	0.851178	1	1	-1
6504.5	20849.8	4482.88	7.38564	198.763	985.035	230.147	230.147	482.61	200.464	200.272	597.464	304.504	249.823	282.876	9	65	209	25	63	67	207	211	22	28	210	2.1992	0.710602	0.788498	1	1	-1
7342.46	10308.9	1236.1	8.01033	199.302	1004.19	198.708	198.708	432.793	200.251	200.051	600.4	242.458	208.947	636.104	7	74	104	7	72	76	102	106	4	10	211	2.25252	0.820927	0.910917	1	1	-1
7392.02	22392.4	3679.99	7.80606	200.667	1157.46	125.352	125.352	274.336	200.58	200.226	600.311	292.02	292.357	679.986	11	74	224	19	72	76	222	226	16	22	211	2.15138	0.728361	0.808204	1	1	-1
7404.09	10441.9	3362.39	8.70039	199.568	989.846	172.707	172.707	379.169	200.059	200.789	599.768	204.094	341.909	562.39	8	75	104	18	73	77	102	106	15	21	211	2.59995	0.809691	0.898449	1	1	-1
7933.9	21630.8	1081.84	6.29769	200.431	916.25	166.546	166.546	341.933	200.212	200.563	600.424	233.905	330.835	681.84	11	80	216	6	78	82	214	218	3	9	212	2.15687	0.682615	0.757443	1	1	-1
9724.95	3075.83	1498.39	7.89574	200.23	1132.84	152.907	152.907	313.84	200.637	200.314	599.479	324.951	275.833	498.387	11	97	31	9	95	99	29	33	6	12	213	2.25086	0.695992	0.772286	1	1	-1
9885.67	8018.46	4373.76	7.34333	200.381	1151.39	204.885	204.885	383.908	199.487	200.502	598.235	85.6659	318.464	373.765	10	101	80	24	99	103	78	82	21	27	211	2.51313	0.873792	0.969577	1	1	-1
10521	20347.6	2817.59	7.34065	199.783	1081.19	198.747	198.747	442.648	200.045	200.742	598.588	221.02	347.612	417.59	11	106	203	16	104	108	201	205	13	19	211	2.73988	0.825385	0.915864	1	1	-1
11461.3	4805.45	1896.27	6.48173	200.258	940.429	174.717	174.717	345.383	199.76	200.407	598.105	161.34	305.45	296.268	18	116	48	12	114	118	46	50	9	15	211	2.27401	0.7152	0.7936	1	1	-1
12969.4	6912.88	2839	6.33102	199.749	882.248	183.11	183.11	547.844	200.457	200.017	601.384	269.356	212.877	839.001	13	130	70	14	128	132	68	72	11	17	211	2.7165	0.771515	0.856088	1	1	-1
12948.6	11139.3	3980.57	6.60931	200.381	1079.63	169.141	169.141	435.989	200.349	200.172	599.921	248.554	239.272	580.569	7	130	112	21	128	132	110	114	18	24	211	2.91967	0.709522	0.7873	1	1	-1
