FISH-QUANT	v3a
File-version	3D_v1
RESULTS OF SPOT DETECTION PERFORMED ON 24-Sep-2021 
COMMENT	
IMG_Raw	Poiss_30spots_bg_200_2_I_300_0_img0.tif
IMG_Filtered	
IMG_DAPI	
IMG_TS_label	
FILE_settings	Poiss_30spots_bg_200_2_I_300_0_img0__settings_MATURE.txt
PARAMETERS
Pix-XY	Pix-Z	RI	Ex	Em	NA	Type
300	300	1.33	547	583	1.4	widefield
CELL_START	EntireImage
X_POS	1	1	256	256	
Y_POS	1	256	256	1	
Z_POS	
CELL_END
SPOTS_START
Pos_Y	Pos_X	Pos_Z	AMP	BGD	RES	SigmaX	SigmaY	SigmaZ	Cent_Y	Cent_X	Cent_Z	MuY	MuX	MuZ	ITERY_det	Y_det	X_det	Z_det	Y_min	Y_max	X_min	X_max	Z_min	Z_max	INT_raw	INT_filt	SC_det	SC_det_norm	TH_det	TH_fit	IN_nuc
1575.3	51172.2	6398.37	11.4282	200.07	1278.04	425.609	425.609	730.849	600.844	601.485	895.984	675.295	772.201	398.367	13	6	171	24	4	8	169	173	21	27	215	4.17067	1.12562	0.813003	1	1	-1
11144.3	13880.6	1759.53	13.6654	199.949	1220.76	455.046	455.046	574.115	600.597	601.134	899.681	644.325	680.571	859.528	9	38	47	7	36	40	45	49	4	10	216	4.2421	1.18536	0.856149	1	1	-1
11713.1	2476.36	6805.46	12.993	198.699	1348.46	475.624	475.624	741.359	600.059	600.818	902.537	613.12	676.363	1105.46	13	40	9	23	38	42	7	11	20	26	217	4.19647	1.24612	0.900038	1	1	-1
15574.3	9040.25	5506.39	14.6698	201.52	1165	294.249	294.249	511.193	600.286	601.019	897.911	574.256	640.25	706.387	21	53	31	20	51	55	29	33	17	23	222	5.58576	1.23784	0.894058	1	1	-1
15437.3	66803	5209.86	13.094	199.774	1192.47	420.003	420.003	661.274	598.138	598.66	898.037	437.28	502.98	709.865	11	53	224	19	51	55	222	226	16	22	217	4.16009	1.26042	0.910367	1	1	-1
17092	31948.4	3729.06	12.1973	199.493	1512.18	458.556	458.556	688.764	600.27	598.138	901.954	592.014	448.442	1029.06	14	58	108	13	56	60	106	110	10	16	216	4.55662	1.21923	0.880616	1	1	-1
18006.5	8540.1	5288.59	12.957	200.774	1098.06	379.479	379.479	515.453	600.261	598.45	898.829	606.462	440.096	788.59	10	61	30	19	59	63	28	32	16	22	215	4.52201	1.09345	0.789769	1	1	-1
19421.4	36346.8	6765.49	11.6662	199.081	1188.36	492	492	641.023	602.416	600.507	902.027	821.355	646.834	1065.49	12	65	122	23	63	67	120	124	20	26	214	3.1312	1.05688	0.763355	1	1	-1
26333.7	29686.6	5107.52	13.8729	198.833	1670.78	486.185	486.185	601.434	599.249	603.3	899.823	533.665	886.597	907.518	12	89	99	18	87	91	97	101	15	21	218	3.75238	1.27929	0.923993	1	1	-1
26887.7	52071.2	5707.04	12.6475	200.19	1524.41	431.477	431.477	580.11	598.703	602.248	899.604	487.654	771.202	907.042	12	91	174	20	89	93	172	176	17	23	217	3.98537	1.20407	0.869666	1	1	-1
27435.9	48803.5	4763.66	11.2612	199.457	1476.96	492	492	633.51	601.73	599.156	895.814	735.943	503.514	563.661	15	92	164	18	90	94	162	166	15	21	218	3.97091	1.04359	0.753759	1	1	-1
28266.2	9983.7	4399.77	12.7232	199.994	1203.45	444.868	444.868	573.943	597.532	600.977	898.425	366.177	683.701	799.775	11	96	34	16	94	98	32	36	13	19	214	4.05388	1.21338	0.876387	1	1	-1
28237.2	38609.9	3271.15	11.3881	200.757	1614.25	438.309	438.309	578.387	597.728	598.704	903.265	337.166	509.88	1171.15	15	96	130	11	94	98	128	132	8	14	217	4.23484	1.09861	0.793497	1	1	-1
29254.5	37834	4395.79	12.9101	200.577	1557.69	416.214	416.214	509.641	601.465	601.212	897.584	754.479	634.007	795.789	19	98	127	16	96	100	125	129	13	19	217	4.9071	1.22867	0.887434	1	1	-1
32939.7	19996.4	6721.9	12.8582	198.932	1329.15	476.913	476.913	661.157	596.29	598.665	901.699	239.732	496.423	1021.9	13	112	68	23	110	114	66	70	20	26	215	3.61599	1.25033	0.903075	1	1	-1
34544.5	8271.52	1897.18	14.4459	199.647	1218.93	432.952	432.952	669.682	600.471	598.292	904.619	644.463	471.523	1297.18	12	116	29	6	114	118	27	31	3	9	219	5.22944	1.32924	0.96007	1	1	-1
40923.3	29317.4	2145.7	12.4831	200.806	1029.23	325.097	325.097	591.137	601.148	602.322	900.363	723.295	817.351	945.699	11	137	98	8	135	139	96	100	5	11	215	4.07125	1.15343	0.833089	1	1	-1
42311.5	65309.2	5668.44	13.4721	199.631	1360.88	492	492	568.391	600.227	602.508	895.429	611.502	809.181	568.445	15	142	218	21	140	144	216	220	18	24	220	3.97432	1.19052	0.859881	1	1	-1
46855.5	48289.9	5459.9	14.0446	200.982	1307.54	415.125	415.125	422.86	599.672	602.744	900.539	655.544	889.93	959.899	13	157	161	19	155	159	159	163	16	22	219	4.4433	1.16781	0.843474	1	1	-1
47552.6	3640.15	2388.46	15.212	199.789	1233.59	402.228	402.228	582.368	602.139	600.471	900.034	752.628	640.149	888.455	10	159	13	9	157	161	11	15	6	12	219	5.21111	1.38452	1	1	1	-1
49148.8	69655.7	2088.75	9.8381	200.556	1271.87	455.761	455.761	596.04	599.705	600.379	896.857	548.755	655.656	588.75	14	165	233	9	163	167	231	235	6	12	216	3.53686	0.936681	0.676538	1	1	-1
52469.6	73777.2	6675.04	13.3251	199.175	1254.81	483.499	483.499	625.506	599.613	599.781	901.607	569.573	577.246	975.042	14	176	247	23	174	178	245	249	20	26	216	4.56422	1.19142	0.860527	1	1	-1
56011.3	73079.3	7036.3	11.0128	199.867	1057.03	466.394	466.394	702.909	601.873	598.54	895.975	811.289	479.255	436.303	15	187	245	26	185	189	243	247	23	29	214	4.17512	1.12346	0.811441	1	1	-1
58560	10440.2	6975.7	11.5282	200.785	1432.62	378.838	378.838	664.366	600.548	602.266	897.785	659.953	840.198	675.701	11	196	35	25	194	198	33	37	22	28	217	4.1537	1.16102	0.838571	1	1	-1
59287.7	39186.8	3126.08	12.7273	199.958	1297.7	396.028	396.028	617.51	602.043	598.936	897.485	787.667	486.782	726.076	11	198	132	12	196	200	130	134	9	15	215	4.21759	1.32541	0.957306	1	1	-1
59539.5	63605	3214.75	12.2627	199.748	1294.69	474.334	474.334	638.642	598.023	600.437	899.049	439.528	605.039	814.752	15	200	213	12	198	202	211	215	9	15	216	4.25475	1.08996	0.787246	1	1	-1
64162.4	33837.4	3222.56	9.99024	199.624	1422.52	492	492	729.621	599.612	602.388	901.755	562.404	837.383	1122.56	13	215	113	11	213	217	111	115	8	14	215	3.13535	0.947574	0.684405	1	1	-1
67055.5	35635.6	4288.07	14.5575	201.336	1403.13	349.011	349.011	461.363	598.351	599.596	901.312	455.53	535.565	988.074	15	225	120	15	223	227	118	122	12	18	224	5.08575	1.21262	0.875842	1	1	-1
71548.8	20360.6	4964.85	13.0087	200.73	1281.47	421.829	421.829	512.123	601.455	599.807	902.607	748.808	560.62	1064.85	12	239	69	17	237	241	67	71	14	20	218	4.24621	1.17489	0.848592	1	1	-1
72687.3	41215.6	2515.13	11.5556	200.095	1543.71	429.409	429.409	596.756	600.607	601.265	900.632	687.34	715.641	1015.13	9	243	138	9	241	245	136	140	6	12	215	3.6126	1.06254	0.767441	1	1	-1
SPOTS_END
